                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.37677,                0.24005,                 0.8153,                0.97011,                0.98197,                0.98785,                0.94625,                0.32755,                0.21622,                0.79695,             0.00030738,             0.00030738,             0.00030738
                    157,                0.39366,                0.24649,                0.81922,                0.97343,                0.98224,                0.98826,                0.94519,                0.32636,                0.21811,                0.79652,             0.00030531,             0.00030531,             0.00030531
                    158,                0.38415,                0.24122,                0.81471,                0.97311,                0.98076,                0.98507,                0.94191,                0.32129,                0.21309,                0.79628,             0.00030325,             0.00030325,             0.00030325
                    159,                 0.3848,                0.23887,                0.81683,                0.96946,                0.98263,                0.98591,                0.94597,                0.31591,                0.21406,                0.79581,             0.00030119,             0.00030119,             0.00030119
                    160,                0.38335,                0.24003,                0.81503,                0.97307,                0.98063,                0.98789,                0.94815,                0.31385,                0.21324,                0.79629,             0.00029913,             0.00029913,             0.00029913
                    161,                0.38729,                0.24094,                0.81687,                   0.97,                0.97995,                0.98773,                0.94233,                0.32963,                0.21817,                0.79842,             0.00029706,             0.00029706,             0.00029706
                    162,                0.37325,                0.23458,                0.81507,                 0.9719,                 0.9818,                0.98673,                0.95004,                0.30138,                  0.205,                0.79326,               0.000295,               0.000295,               0.000295
                    163,                0.37986,                0.23702,                0.81861,                0.97114,                 0.9823,                 0.9875,                0.94327,                0.32223,                0.21146,                0.79608,             0.00029294,             0.00029294,             0.00029294
                    164,                0.37831,                0.23782,                0.81843,                0.97559,                0.97846,                 0.9882,                0.94438,                0.31527,                0.20836,                0.79575,             0.00029088,             0.00029088,             0.00029088
                    165,                0.38076,                0.23794,                 0.8165,                 0.9727,                0.98138,                0.98739,                0.94545,                0.32045,                0.21325,                0.79634,             0.00028881,             0.00028881,             0.00028881
                    166,                0.37823,                0.23623,                0.81454,                0.96972,                0.97916,                0.98792,                0.94777,                0.31027,                0.21085,                0.79416,             0.00028675,             0.00028675,             0.00028675
                    167,                0.37677,                0.23609,                0.81575,                0.97127,                0.98307,                0.98753,                0.94686,                0.30667,                0.20452,                0.79317,             0.00028469,             0.00028469,             0.00028469
                    168,                0.37583,                0.23759,                0.81449,                 0.9766,                0.98084,                0.98704,                0.94258,                0.32028,                0.20913,                0.79452,             0.00028262,             0.00028262,             0.00028262
                    169,                0.38302,                0.24081,                0.81821,                0.96992,                0.98138,                0.98772,                0.94692,                0.31527,                0.21021,                0.79414,             0.00028056,             0.00028056,             0.00028056
                    170,                0.38113,                0.24313,                0.81964,                0.97217,                0.97539,                0.98744,                0.94994,                0.31062,                0.21405,                0.79371,              0.0002785,              0.0002785,              0.0002785
                    171,                0.37598,                0.23715,                0.81789,                0.97394,                0.98283,                0.98793,                0.94512,                 0.3223,                0.21228,                0.79601,             0.00027644,             0.00027644,             0.00027644
                    172,                0.37098,                0.23388,                0.81849,                0.97104,                0.98179,                0.98704,                0.94965,                0.30862,                0.20651,                0.79402,             0.00027437,             0.00027437,             0.00027437
                    173,                0.37343,                0.23371,                0.81394,                0.97408,                0.98112,                0.98822,                0.94736,                0.31384,                0.20547,                0.79478,             0.00027231,             0.00027231,             0.00027231
                    174,                0.37951,                0.23731,                0.81753,                0.96868,                0.98159,                0.98697,                0.94771,                0.31003,                0.20704,                0.79358,             0.00027025,             0.00027025,             0.00027025
                    175,                0.37564,                 0.2351,                0.81757,                0.97162,                0.98096,                0.98847,                0.94742,                0.31529,                0.20768,                0.79484,             0.00026819,             0.00026819,             0.00026819
                    176,                0.37458,                0.23315,                0.81599,                0.97331,                0.98148,                0.98667,                 0.9464,                0.30891,                0.20467,                  0.793,             0.00026613,             0.00026613,             0.00026613
                    177,                0.37978,                0.23787,                0.81799,                0.97148,                0.98246,                0.98745,                0.94693,                0.30635,                0.20507,                0.79323,             0.00026406,             0.00026406,             0.00026406
                    178,                0.36753,                0.23007,                0.81316,                0.97152,                0.98344,                 0.9873,                0.94841,                0.31715,                0.20628,                0.79487,               0.000262,               0.000262,               0.000262
                    179,                0.37271,                0.23008,                 0.8144,                0.97407,                0.97831,                0.98776,                0.94971,                0.31398,                0.20902,                0.79423,             0.00025994,             0.00025994,             0.00025994
                    180,                0.37224,                0.22949,                0.81563,                0.97047,                0.98104,                0.98638,                0.94531,                0.31515,                0.20993,                0.79572,             0.00025787,             0.00025787,             0.00025787
                    181,                0.37057,                 0.2316,                0.81475,                0.96874,                0.97977,                0.98638,                0.94773,                0.30534,                0.20861,                0.79376,             0.00025581,             0.00025581,             0.00025581
                    182,                0.37061,                0.23096,                0.81707,                0.97248,                0.97973,                0.98767,                0.94968,                0.31453,                0.20724,                0.79554,             0.00025375,             0.00025375,             0.00025375
                    183,                0.36878,                0.22957,                0.81539,                0.97221,                0.98053,                0.98744,                0.94373,                0.32117,                0.21128,                0.79604,             0.00025169,             0.00025169,             0.00025169
                    184,                 0.3692,                0.22983,                0.81479,                0.96976,                0.97968,                0.98569,                0.94824,                0.29934,                0.20677,                0.79305,             0.00024963,             0.00024963,             0.00024963
                    185,                0.37365,                0.23421,                0.81549,                0.97304,                0.97837,                0.98764,                 0.9477,                0.30788,                0.20869,                0.79418,             0.00024756,             0.00024756,             0.00024756
                    186,                0.36787,                0.22916,                0.81386,                0.97219,                 0.9803,                 0.9871,                0.94773,                 0.3031,                0.20694,                0.79318,              0.0002455,              0.0002455,              0.0002455
                    187,                0.36148,                0.22658,                0.81279,                0.97108,                0.98092,                0.98748,                0.94813,                0.30923,                0.20565,                0.79406,             0.00024344,             0.00024344,             0.00024344
                    188,                0.36798,                0.23099,                0.81485,                0.96736,                0.98452,                0.98874,                0.94655,                 0.3108,                0.20821,                0.79399,             0.00024137,             0.00024137,             0.00024137
                    189,                0.36702,                0.22748,                 0.8126,                 0.9722,                0.98074,                0.98759,                0.95167,                 0.2998,                0.20605,                0.79268,             0.00023931,             0.00023931,             0.00023931
                    190,                0.36793,                0.22856,                0.81604,                0.97295,                0.97982,                0.98875,                0.95057,                0.29782,                0.20684,                0.79214,             0.00023725,             0.00023725,             0.00023725
                    191,                0.36975,                0.22877,                0.81549,                0.97364,                0.97957,                0.98888,                0.94799,                0.31996,                0.20772,                0.79535,             0.00023519,             0.00023519,             0.00023519
                    192,                0.36527,                0.22657,                0.81477,                0.97152,                0.98134,                0.98722,                0.95004,                0.30181,                0.20293,                0.79196,             0.00023313,             0.00023313,             0.00023313
                    193,                0.36314,                0.22639,                0.81356,                0.97325,                0.98224,                0.98761,                  0.948,                0.31078,                0.20686,                0.79362,             0.00023106,             0.00023106,             0.00023106
                    194,                0.36133,                0.22589,                0.81002,                0.97095,                0.98082,                 0.9885,                0.95279,                 0.2995,                0.20146,                0.79169,               0.000229,               0.000229,               0.000229
                    195,                0.36367,                0.22642,                0.81318,                0.97124,                 0.9799,                0.98855,                0.95262,                 0.2952,                0.20275,                0.79132,             0.00022694,             0.00022694,             0.00022694
                    196,                0.36025,                0.22404,                0.81433,                0.97184,                0.97898,                0.98776,                0.95156,                0.30437,                0.20463,                  0.793,             0.00022488,             0.00022488,             0.00022488
                    197,                0.35997,                0.22631,                0.81334,                0.97437,                0.98081,                0.98646,                0.94523,                0.31084,                0.20546,                0.79416,             0.00022281,             0.00022281,             0.00022281
                    198,                0.36105,                0.22771,                0.81397,                0.97054,                0.97736,                0.98796,                0.95183,                0.30639,                 0.2054,                  0.794,             0.00022075,             0.00022075,             0.00022075
                    199,                0.35907,                0.22773,                0.81439,                0.96992,                0.98328,                 0.9858,                 0.9468,                0.30084,                0.20327,                 0.7929,             0.00021869,             0.00021869,             0.00021869
                    200,                0.36363,                0.22875,                0.81524,                0.97255,                0.98192,                 0.9864,                0.94756,                0.31048,                0.20608,                0.79501,             0.00021662,             0.00021662,             0.00021662
                    201,                0.36062,                  0.225,                0.81283,                0.97272,                0.98226,                0.98722,                 0.9456,                0.31587,                0.20538,                0.79528,             0.00021456,             0.00021456,             0.00021456
                    202,                0.36057,                0.22498,                0.81394,                0.97355,                0.97932,                0.98838,                0.95364,                0.29824,                 0.2022,                0.79204,              0.0002125,              0.0002125,              0.0002125
                    203,                0.36131,                0.22427,                0.81435,                0.97091,                0.97668,                 0.9889,                  0.953,                0.30562,                0.20437,                0.79258,             0.00021044,             0.00021044,             0.00021044
                    204,                0.35988,                0.22426,                0.81425,                0.97202,                0.97522,                0.98814,                0.95384,                0.30381,                0.20575,                0.79301,             0.00020837,             0.00020837,             0.00020837
                    205,                0.36111,                0.22243,                0.81085,                0.97244,                0.98026,                0.98793,                0.95233,                 0.2992,                 0.2019,                0.79284,             0.00020631,             0.00020631,             0.00020631
                    206,                0.35635,                0.22015,                0.81255,                0.97304,                0.98097,                0.98613,                0.94926,                0.30293,                 0.2041,                0.79261,             0.00020425,             0.00020425,             0.00020425
                    207,                0.35358,                0.22114,                  0.812,                0.97216,                0.97903,                0.98491,                0.94724,                0.30533,                0.20134,                0.79296,             0.00020219,             0.00020219,             0.00020219
                    208,                0.35252,                0.21976,                0.81358,                0.97175,                0.97913,                0.98885,                0.95404,                0.29648,                0.20111,                0.79249,             0.00020013,             0.00020013,             0.00020013
                    209,                0.35496,                0.21898,                0.81297,                0.97311,                0.97734,                0.98914,                0.95282,                0.31561,                0.20782,                0.79496,             0.00019806,             0.00019806,             0.00019806
                    210,                0.35766,                0.22242,                0.81187,                0.97133,                0.97928,                0.98799,                0.95152,                0.30691,                0.20507,                0.79276,               0.000196,               0.000196,               0.000196
                    211,                0.35922,                0.22156,                0.81208,                0.97141,                 0.9794,                0.98676,                0.94951,                0.30852,                0.20532,                0.79401,             0.00019394,             0.00019394,             0.00019394
                    212,                0.35714,                0.22031,                0.81253,                0.97161,                0.98019,                0.98696,                0.95223,                0.29969,                0.20293,                0.79284,             0.00019188,             0.00019188,             0.00019188
                    213,                0.35324,                0.22007,                0.81166,                 0.9703,                0.97967,                0.98691,                0.95099,                0.30733,                0.20819,                0.79378,             0.00018981,             0.00018981,             0.00018981
                    214,                0.35234,                0.22142,                0.81317,                0.97411,                0.97935,                0.98765,                0.95308,                0.29804,                0.20506,                0.79297,             0.00018775,             0.00018775,             0.00018775
                    215,                0.35258,                0.22029,                 0.8119,                0.97183,                0.97935,                0.98707,                0.95153,                0.30263,                 0.2041,                0.79391,             0.00018569,             0.00018569,             0.00018569
                    216,                0.35099,                0.21861,                 0.8112,                0.97196,                0.97591,                0.98688,                0.94886,                0.31237,                 0.2086,                 0.7954,             0.00018362,             0.00018362,             0.00018362
                    217,                0.35414,                0.22126,                0.81118,                0.97229,                0.97575,                0.98627,                0.94916,                0.30448,                0.20794,                0.79332,             0.00018156,             0.00018156,             0.00018156
                    218,                0.34962,                0.21906,                0.81174,                0.97236,                0.97939,                0.98587,                0.95033,                0.30791,                0.20573,                0.79336,              0.0001795,              0.0001795,              0.0001795
                    219,                0.35246,                 0.2189,                0.81072,                0.96873,                0.98223,                0.98713,                0.95339,                0.29481,                0.19935,                0.79206,             0.00017744,             0.00017744,             0.00017744
                    220,                0.34821,                0.21846,                0.81163,                0.97055,                 0.9774,                0.98744,                0.95008,                0.30496,                0.20199,                0.79394,             0.00017538,             0.00017538,             0.00017538
                    221,                0.35869,                0.21832,                0.81179,                0.97301,                0.98039,                0.98687,                 0.9515,                0.30447,                 0.2009,                0.79433,             0.00017331,             0.00017331,             0.00017331
                    222,                0.35081,                0.21713,                0.81363,                0.96996,                0.98044,                0.98653,                0.95151,                0.29373,                0.20081,                0.79207,             0.00017125,             0.00017125,             0.00017125
                    223,                0.35033,                0.21568,                0.81152,                0.97193,                0.97991,                0.98814,                0.95113,                0.30874,                0.20326,                0.79405,             0.00016919,             0.00016919,             0.00016919
                    224,                0.35017,                0.21638,                0.80981,                0.97181,                0.97733,                0.98783,                0.95354,                 0.2996,                0.20159,                0.79281,             0.00016713,             0.00016713,             0.00016713
                    225,                0.34658,                0.21622,                0.80786,                0.96524,                0.98202,                0.98774,                0.95312,                0.30449,                0.20351,                0.79373,             0.00016506,             0.00016506,             0.00016506
                    226,                0.35065,                 0.2161,                0.81161,                 0.9708,                0.97631,                0.98779,                 0.9509,                0.29994,                0.20119,                0.79355,               0.000163,               0.000163,               0.000163
                    227,                0.34804,                0.21501,                0.81095,                0.97139,                0.97555,                0.98916,                0.95376,                0.29945,                0.20362,                0.79272,             0.00016094,             0.00016094,             0.00016094
                    228,                0.34522,                 0.2129,                0.81212,                0.97305,                0.97496,                 0.9881,                0.95414,                0.29455,                0.20165,                 0.7918,             0.00015888,             0.00015888,             0.00015888
                    229,                0.34797,                0.21654,                0.80885,                0.97182,                0.97923,                0.98612,                0.95006,                0.29557,                 0.2006,                 0.7921,             0.00015681,             0.00015681,             0.00015681
                    230,                0.34637,                0.21177,                0.81201,                0.97283,                0.97931,                0.98705,                0.95253,                0.29517,                0.20069,                0.79256,             0.00015475,             0.00015475,             0.00015475
                    231,                0.34485,                0.21367,                0.80936,                0.97266,                 0.9798,                0.98822,                0.95214,                 0.3023,                0.20099,                0.79331,             0.00015269,             0.00015269,             0.00015269
                    232,                0.34228,                0.21152,                0.81246,                0.97264,                0.98071,                0.98772,                0.95264,                0.29716,                0.20185,                0.79289,             0.00015062,             0.00015062,             0.00015062
                    233,                0.34786,                0.21504,                0.81252,                0.96912,                0.98267,                0.98654,                0.95107,                0.29633,                0.19968,                0.79268,             0.00014856,             0.00014856,             0.00014856
                    234,                0.34413,                0.21232,                0.81156,                0.96936,                0.98035,                 0.9871,                0.95366,                0.29492,                0.19972,                0.79174,              0.0001465,              0.0001465,              0.0001465
                    235,                0.34864,                0.21669,                0.81014,                0.97046,                0.98024,                0.98676,                0.95091,                0.29237,                0.19846,                0.79123,             0.00014444,             0.00014444,             0.00014444
                    236,                0.34223,                0.21302,                0.80839,                0.97197,                0.97898,                0.98712,                0.95172,                0.29776,                0.20058,                0.79251,             0.00014237,             0.00014237,             0.00014237
                    237,                0.34511,                0.21028,                 0.8103,                0.97427,                0.97819,                0.98683,                0.95256,                0.29827,                0.19764,                0.79246,             0.00014031,             0.00014031,             0.00014031
                    238,                0.34083,                0.21134,                0.80831,                0.97337,                0.97796,                0.98617,                0.95129,                0.29792,                0.19858,                0.79275,             0.00013825,             0.00013825,             0.00013825
                    239,                0.34174,                 0.2128,                0.81059,                0.97148,                 0.9781,                0.98597,                0.95059,                0.30188,                0.20271,                0.79291,             0.00013619,             0.00013619,             0.00013619
                    240,                0.34479,                0.21152,                0.81327,                0.97075,                0.97897,                0.98651,                0.95368,                0.29351,                0.19802,                0.79143,             0.00013413,             0.00013413,             0.00013413
                    241,                0.34168,                0.21055,                0.80998,                0.97476,                0.97907,                0.98811,                0.95679,                0.28817,                0.19534,                0.79069,             0.00013206,             0.00013206,             0.00013206
                    242,                0.34131,                 0.2109,                0.81028,                0.97273,                0.97502,                0.98761,                0.95209,                0.29808,                0.19908,                0.79241,                0.00013,                0.00013,                0.00013
                    243,                0.34326,                0.21224,                0.81298,                0.97237,                0.97917,                0.98703,                0.95211,                0.29493,                0.19732,                 0.7918,             0.00012794,             0.00012794,             0.00012794
                    244,                0.34381,                0.21101,                 0.8104,                0.97353,                 0.9761,                 0.9872,                0.95288,                0.29834,                0.19867,                0.79209,             0.00012588,             0.00012588,             0.00012588
                    245,                0.34333,                0.21133,                0.80953,                0.97153,                0.98073,                0.98754,                0.95377,                0.29452,                0.19717,                0.79187,             0.00012381,             0.00012381,             0.00012381
                    246,                0.33794,                 0.2087,                0.80934,                0.96891,                0.97984,                0.98739,                0.95341,                0.29655,                 0.1995,                0.79217,             0.00012175,             0.00012175,             0.00012175
                    247,                0.34097,                 0.2094,                0.80969,                0.96635,                0.98298,                0.98875,                0.95609,                0.29684,                0.19708,                0.79241,             0.00011969,             0.00011969,             0.00011969
                    248,                0.33987,                0.21081,                0.81132,                0.97278,                 0.9797,                0.98916,                0.95373,                0.30551,                0.20083,                0.79326,             0.00011763,             0.00011763,             0.00011763
                    249,                0.34501,                0.21069,                 0.8124,                0.97206,                 0.9788,                0.98772,                0.95348,                    0.3,                0.20022,                0.79249,             0.00011556,             0.00011556,             0.00011556
                    250,                 0.3386,                0.20804,                0.80836,                 0.9731,                  0.977,                0.98713,                0.95248,                0.29564,                 0.1978,                0.79169,              0.0001135,              0.0001135,              0.0001135
                    251,                0.33888,                0.21038,                0.81363,                0.96938,                0.98059,                0.98659,                0.95284,                0.29997,                0.19903,                0.79246,             0.00011144,             0.00011144,             0.00011144
                    252,                 0.3391,                0.20862,                 0.8069,                0.96893,                 0.9772,                0.98613,                0.95077,                 0.3027,                0.20037,                0.79326,             0.00010937,             0.00010937,             0.00010937
                    253,                0.33607,                0.20529,                0.81007,                0.96868,                0.97667,                0.98756,                0.95427,                0.29326,                0.19638,                0.79208,             0.00010731,             0.00010731,             0.00010731
                    254,                0.33394,                0.20656,                0.80767,                0.97364,                0.97807,                0.98729,                0.95421,                0.29547,                0.19941,                 0.7919,             0.00010525,             0.00010525,             0.00010525
                    255,                0.33814,                0.20831,                 0.8105,                0.97214,                 0.9754,                0.98673,                0.95459,                0.29512,                0.20071,                0.79169,             0.00010319,             0.00010319,             0.00010319
                    256,                0.33662,                0.20531,                0.80939,                 0.9707,                0.98128,                0.98646,                0.95499,                0.28929,                0.19462,                0.79173,             0.00010113,             0.00010113,             0.00010113
                    257,                0.33492,                0.20515,                0.81011,                0.97296,                0.97815,                0.98917,                0.95667,                0.29316,                0.19593,                0.79237,             9.9063e-05,             9.9063e-05,             9.9063e-05
                    258,                0.33392,                0.20611,                0.80907,                0.97189,                0.97913,                0.98803,                 0.9545,                0.29548,                0.19624,                0.79303,                9.7e-05,                9.7e-05,                9.7e-05
                    259,                 0.3316,                0.20146,                0.80775,                0.97268,                0.97658,                0.98839,                0.95589,                0.29319,                0.19639,                0.79213,             9.4937e-05,             9.4937e-05,             9.4937e-05
                    260,                0.33651,                0.20708,                0.81066,                0.97269,                0.97787,                0.98817,                0.95524,                0.29744,                0.19872,                0.79259,             9.2875e-05,             9.2875e-05,             9.2875e-05
                    261,                0.33185,                 0.2057,                0.80921,                0.97139,                0.97747,                0.98877,                 0.9551,                0.29482,                0.19603,                0.79215,             9.0813e-05,             9.0813e-05,             9.0813e-05
                    262,                0.33659,                0.20346,                0.80796,                0.96981,                0.97865,                0.98842,                0.95282,                0.29923,                 0.1967,                0.79281,              8.875e-05,              8.875e-05,              8.875e-05
                    263,                0.33576,                0.20447,                 0.8086,                0.96523,                0.98282,                 0.9868,                0.95406,                0.29307,                 0.1941,                0.79147,             8.6688e-05,             8.6688e-05,             8.6688e-05
                    264,                0.33587,                0.20819,                0.80836,                0.96624,                0.98136,                0.98707,                0.95275,                0.29317,                0.19351,                0.79137,             8.4625e-05,             8.4625e-05,             8.4625e-05
                    265,                0.32988,                0.20089,                0.80655,                0.97181,                0.97869,                0.98752,                0.95463,                0.28765,                0.19052,                0.79089,             8.2562e-05,             8.2562e-05,             8.2562e-05
                    266,                0.33178,                0.20411,                0.80581,                0.97175,                0.97823,                0.98792,                0.95408,                0.29848,                 0.1952,                0.79272,               8.05e-05,               8.05e-05,               8.05e-05
                    267,                0.33105,                0.20267,                0.80718,                0.96499,                0.98391,                0.98806,                0.95529,                0.28958,                0.19385,                0.79108,             7.8438e-05,             7.8438e-05,             7.8438e-05
                    268,                0.33222,                0.20164,                0.80631,                 0.9643,                0.98489,                0.98847,                0.95652,                0.29094,                0.19363,                0.79147,             7.6375e-05,             7.6375e-05,             7.6375e-05
                    269,                0.32523,                0.20073,                0.80531,                0.97235,                0.97705,                0.98786,                 0.9555,                0.29546,                0.19644,                0.79236,             7.4312e-05,             7.4312e-05,             7.4312e-05
                    270,                0.33041,                0.20224,                0.80732,                 0.9721,                0.97767,                0.98893,                0.95569,                0.29275,                0.19526,                0.79159,              7.225e-05,              7.225e-05,              7.225e-05
                    271,                0.33032,                0.20214,                0.80635,                0.97211,                0.97899,                0.98928,                0.95559,                0.29852,                0.19534,                0.79268,             7.0188e-05,             7.0188e-05,             7.0188e-05
                    272,                0.32644,                 0.2007,                0.80692,                0.97351,                0.97797,                0.98846,                 0.9535,                0.30019,                0.19636,                0.79298,             6.8125e-05,             6.8125e-05,             6.8125e-05
                    273,                0.32906,                0.20352,                0.80623,                0.97183,                0.97716,                0.98897,                0.95465,                0.29947,                0.19685,                0.79278,             6.6062e-05,             6.6062e-05,             6.6062e-05
                    274,                 0.3286,                0.20093,                0.80903,                0.97308,                0.97625,                0.98884,                0.95562,                  0.296,                0.19424,                0.79211,                6.4e-05,                6.4e-05,                6.4e-05
                    275,                0.32958,                0.20208,                0.80774,                 0.9719,                0.97818,                0.98849,                0.95653,                 0.2962,                0.19377,                0.79178,             6.1937e-05,             6.1937e-05,             6.1937e-05
                    276,                0.32644,                0.19899,                 0.8074,                 0.9622,                0.98738,                 0.9873,                0.95494,                0.29034,                0.19226,                0.79085,             5.9875e-05,             5.9875e-05,             5.9875e-05
                    277,                0.32852,                0.20216,                0.80769,                0.97157,                 0.9752,                0.98753,                0.95423,                0.29169,                0.19325,                0.79093,             5.7813e-05,             5.7813e-05,             5.7813e-05
                    278,                0.32583,                 0.1966,                0.80707,                0.97001,                 0.9782,                0.98873,                0.95645,                0.29249,                 0.1933,                0.79137,              5.575e-05,              5.575e-05,              5.575e-05
                    279,                0.33038,                0.20334,                0.80884,                0.97075,                0.97829,                0.98855,                0.95488,                0.29473,                0.19254,                0.79137,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    280,                0.32513,                0.19808,                0.80645,                0.96504,                0.98501,                0.98799,                0.95668,                0.29193,                0.19317,                0.79108,             5.1625e-05,             5.1625e-05,             5.1625e-05
                    281,                0.32449,                0.19688,                0.80667,                0.97294,                0.97687,                0.98759,                0.95771,                0.28939,                0.19304,                0.79075,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    282,                0.32549,                0.19933,                0.80412,                0.97332,                0.97719,                0.98808,                0.95447,                0.29464,                0.19411,                0.79156,               4.75e-05,               4.75e-05,               4.75e-05
                    283,                0.32673,                0.19838,                0.80794,                 0.9736,                0.97815,                0.98788,                0.95521,                0.29252,                0.19078,                0.79119,             4.5438e-05,             4.5438e-05,             4.5438e-05
                    284,                0.32369,                0.19892,                0.80702,                0.97252,                0.97763,                0.98821,                0.95755,                0.29054,                0.18955,                0.79084,             4.3375e-05,             4.3375e-05,             4.3375e-05
                    285,                0.32464,                0.19772,                0.80655,                0.97258,                0.97708,                0.98881,                0.95785,                0.28665,                0.18963,                0.79033,             4.1312e-05,             4.1312e-05,             4.1312e-05
                    286,                0.32093,                0.19537,                0.80696,                0.97258,                0.97666,                0.98872,                0.95777,                 0.2889,                0.19023,                0.79077,              3.925e-05,              3.925e-05,              3.925e-05
                    287,                0.32371,                 0.1967,                0.80632,                 0.9729,                0.97653,                0.98836,                0.95608,                0.29339,                0.19192,                 0.7914,             3.7188e-05,             3.7188e-05,             3.7188e-05
                    288,                 0.3248,                0.19927,                0.80825,                0.97333,                0.97773,                0.98817,                0.95612,                0.29025,                0.19167,                 0.7911,             3.5125e-05,             3.5125e-05,             3.5125e-05
                    289,                0.32121,                 0.1955,                0.80398,                0.97368,                0.97779,                0.98832,                0.95649,                0.28969,                0.19149,                0.79082,             3.3063e-05,             3.3063e-05,             3.3063e-05
                    290,                0.32185,                0.19771,                0.80628,                 0.9659,                0.98325,                0.98835,                0.95533,                0.28978,                0.19123,                 0.7908,                3.1e-05,                3.1e-05,                3.1e-05
                    291,                0.32336,                0.19752,                0.81156,                  0.971,                0.97788,                0.98765,                0.95532,                0.29019,                0.19434,                0.79086,             2.8937e-05,             2.8937e-05,             2.8937e-05
                    292,                0.31147,                0.19082,                0.80544,                 0.9706,                0.97943,                0.98665,                0.95307,                0.29715,                0.19607,                0.79209,             2.6875e-05,             2.6875e-05,             2.6875e-05
                    293,                0.30906,                0.18837,                0.80854,                0.97121,                0.97943,                0.98665,                0.95283,                0.29852,                  0.196,                0.79201,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    294,                0.30284,                0.18497,                0.80787,                0.97195,                0.97861,                0.98679,                0.95374,                0.29518,                0.19483,                0.79167,              2.275e-05,              2.275e-05,              2.275e-05
                    295,                0.30348,                0.18335,                0.80399,                 0.9647,                 0.9845,                0.98689,                0.95364,                0.29578,                0.19605,                0.79171,             2.0687e-05,             2.0687e-05,             2.0687e-05
                    296,                0.29902,                0.18232,                0.80663,                0.96677,                0.98398,                0.98662,                0.95437,                0.29317,                0.19431,                0.79129,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    297,                 0.3039,                0.18422,                0.80597,                0.97107,                0.97922,                0.98702,                0.95504,                 0.2924,                0.19337,                0.79117,             1.6563e-05,             1.6563e-05,             1.6563e-05
                    298,                0.29905,                0.18058,                0.80477,                0.96546,                0.98413,                0.98716,                0.95543,                0.29239,                0.19295,                0.79114,               1.45e-05,               1.45e-05,               1.45e-05
                    299,                0.29799,                0.18182,                0.80625,                0.97131,                0.97872,                0.98717,                0.95589,                 0.2913,                0.19323,                0.79107,             1.2438e-05,             1.2438e-05,             1.2438e-05
                    300,                0.30172,                0.18088,                0.80472,                0.96704,                 0.9832,                0.98671,                0.95491,                 0.2901,                0.19228,                0.79095,             1.0375e-05,             1.0375e-05,             1.0375e-05
